"year";"month";"product_id";"product_name";"revenue";"abc_class";"stab_percent";"product_dinamic"
1997.0;11.0;73;Röd Kaviar;225;C;-70%;Товар без спроса
1998.0;2.0;73;Röd Kaviar;150;C;-33%;Товар без спроса
1998.0;5.0;73;Röd Kaviar;30;C;-80%;Товар без спроса
1996.0;7.0;74;Longlife Tofu;456;B;"0%";Волатильный товар
1996.0;12.0;74;Longlife Tofu;672;B;"47%";Волатильный товар
1997.0;1.0;74;Longlife Tofu;120;C;-82%;Одноразовый хит
1997.0;2.0;74;Longlife Tofu;240;C;"100%";Одноразовый хит
1997.0;3.0;74;Longlife Tofu;128;C;-47%;Одноразовый хит
1997.0;11.0;74;Longlife Tofu;50;C;-61%;Одноразовый хит
1997.0;12.0;74;Longlife Tofu;500;C;"900%";Одноразовый хит
1998.0;1.0;74;Longlife Tofu;200;C;-60%;Одноразовый хит
1998.0;4.0;74;Longlife Tofu;200;C;"0%";Товар без спроса
1996.0;8.0;75;Rhönbräu Klosterbier;260;B;"0%";Товар без спроса
1996.0;9.0;75;Rhönbräu Klosterbier;62;C;-76%;Одноразовый хит
1996.0;10.0;75;Rhönbräu Klosterbier;310;B;"400%";Одноразовый хит
1996.0;11.0;75;Rhönbräu Klosterbier;112;C;-64%;Одноразовый хит
1997.0;2.0;75;Rhönbräu Klosterbier;174;C;"56%";Волатильный товар
1997.0;3.0;75;Rhönbräu Klosterbier;285;B;"64%";Якорный товар
1997.0;4.0;75;Rhönbräu Klosterbier;666;B;"134%";Волатильный товар
1997.0;5.0;75;Rhönbräu Klosterbier;232;C;-65%;Одноразовый хит
1997.0;6.0;75;Rhönbräu Klosterbier;976;A;"320%";Одноразовый хит
1997.0;7.0;75;Rhönbräu Klosterbier;542;B;-44%;Одноразовый хит
1997.0;8.0;75;Rhönbräu Klosterbier;78;C;-86%;Одноразовый хит
1997.0;9.0;75;Rhönbräu Klosterbier;426;B;"450%";Одноразовый хит
1997.0;10.0;75;Rhönbräu Klosterbier;326;C;-24%;Одноразовый хит
1997.0;11.0;75;Rhönbräu Klosterbier;155;C;-52%;Одноразовый хит
1997.0;12.0;75;Rhönbräu Klosterbier;907;B;"485%";Одноразовый хит
1998.0;1.0;75;Rhönbräu Klosterbier;155;C;-83%;Одноразовый хит
1998.0;2.0;75;Rhönbräu Klosterbier;1038;B;"570%";Волатильный товар
1998.0;3.0;75;Rhönbräu Klosterbier;1682;A;"62%";Волатильный товар
1998.0;4.0;75;Rhönbräu Klosterbier;232;C;-86%;Одноразовый хит
1998.0;5.0;75;Rhönbräu Klosterbier;31;C;-87%;Товар без спроса
1996.0;7.0;76;Lakkalikööri;216;C;"0%";Волатильный товар
1996.0;8.0;76;Lakkalikööri;475;B;"120%";Якорный товар
1996.0;10.0;76;Lakkalikööri;734;B;"55%";Волатильный товар
1996.0;11.0;76;Lakkalikööri;173;C;-76%;Одноразовый хит
1996.0;12.0;76;Lakkalikööri;504;B;"192%";Одноразовый хит
1997.0;1.0;76;Lakkalikööri;490;B;-3%;Одноразовый хит
1997.0;2.0;76;Lakkalikööri;259;B;-47%;Одноразовый хит
1997.0;3.0;76;Lakkalikööri;605;A;"133%";Волатильный товар
1997.0;5.0;76;Lakkalikööri;900;A;"49%";Якорный товар
1997.0;6.0;76;Lakkalikööri;1152;A;"28%";Якорный товар
1997.0;7.0;76;Lakkalikööri;1692;A;"47%";Волатильный товар
1997.0;8.0;76;Lakkalikööri;630;B;-63%;Одноразовый хит
1997.0;9.0;76;Lakkalikööri;180;C;-71%;Одноразовый хит
1997.0;10.0;76;Lakkalikööri;900;A;"400%";Волатильный товар
1997.0;11.0;76;Lakkalikööri;900;A;"0%";Якорный товар
1998.0;1.0;76;Lakkalikööri;1638;A;"82%";Волатильный товар
1998.0;2.0;76;Lakkalikööri;180;C;-89%;Одноразовый хит
1998.0;3.0;76;Lakkalikööri;2502;A;"1290%";Волатильный товар
1998.0;4.0;76;Lakkalikööri;2628;A;"5%";Волатильный товар
1998.0;5.0;76;Lakkalikööri;36;C;-99%;Товар без спроса
1996.0;7.0;77;Original Frankfurter grüne Soße;281;B;"0%";Товар без спроса
1996.0;8.0;77;Original Frankfurter grüne Soße;104;C;-63%;Одноразовый хит
1996.0;11.0;77;Original Frankfurter grüne Soße;125;C;"20%";Волатильный товар
1996.0;12.0;77;Original Frankfurter grüne Soße;146;C;"17%";Якорный товар
1997.0;1.0;77;Original Frankfurter grüne Soße;468;B;"221%";Якорный товар
1997.0;2.0;77;Original Frankfurter grüne Soße;572;B;"22%";Волатильный товар
1997.0;3.0;77;Original Frankfurter grüne Soße;385;B;-33%;Одноразовый хит
1997.0;4.0;77;Original Frankfurter grüne Soße;312;B;-19%;Товар без спроса
1997.0;5.0;77;Original Frankfurter grüne Soße;130;C;-58%;Одноразовый хит
1997.0;6.0;77;Original Frankfurter grüne Soße;234;C;"80%";Волатильный товар
1997.0;7.0;77;Original Frankfurter grüne Soße;1105;A;"372%";Волатильный товар
1997.0;8.0;77;Original Frankfurter grüne Soße;455;B;-59%;Одноразовый хит
1997.0;9.0;77;Original Frankfurter grüne Soße;910;A;"100%";Одноразовый хит
1997.0;10.0;77;Original Frankfurter grüne Soße;390;C;-57%;Одноразовый хит
1997.0;11.0;77;Original Frankfurter grüne Soße;26;C;-93%;Одноразовый хит
1997.0;12.0;77;Original Frankfurter grüne Soße;195;C;"650%";Волатильный товар
1998.0;1.0;77;Original Frankfurter grüne Soße;676;B;"247%";Якорный товар
1998.0;2.0;77;Original Frankfurter grüne Soße;845;B;"25%";Якорный товар
1998.0;3.0;77;Original Frankfurter grüne Soße;910;B;"8%";Якорный товар
1998.0;4.0;77;Original Frankfurter grüne Soße;1027;B;"13%";Волатильный товар
1998.0;5.0;77;Original Frankfurter grüne Soße;390;B;-62%;Одноразовый хит
